HUD_ID,Property Name,Have PDF?,Have PDF for management,Property Address,City,State,lat,lng,walkscore,Subsidy End Date,Total Units,Active Subsidies,Owner,Owner Type,Management,Building Contact/Source,uri
,Second Family Home,N,N,2612 Bowen Rd SE,Washington,DC,38.859423,-76.992263,39,,NA,NA,,,,,
800003759,Second Northwest Cooperative No 17 ,N,N,1321 5th St NW,Washington,DC,38.9080088,-77.0189256,90,11/29/2014,145,1,Second Northwest Cooperative Homes,Non-Profit,Jeffrey Charles And Associates Inc,http://www.2ndnorthwestcoophomes.com/2ndnwhomes/outside_home.asp,
800003730,SeVerna Apartments,N,Y,1001 1st St NW,Washington,DC,38.9025216,-77.0121381,90,12/31/2026,60,1,Severna LLC,For Profit,Columbus Property Management and Development Inc,http://www.columbuspm.org/Contact.asp,
,Shalom House,N,N,1876 4th St NE,Washington,DC,38.9151824,-77.0008627,76,12/31/2019,92,1,So Others Might Eat,Non-Profit,So Others Might Eat,http://some.org/services/,
,Shipley Park Apartments,N,N,2515 Savannah St SE,Washington,DC,38.8482185,-76.9682661,53,12/31/2021,249,1,William C Smith & Co,Non-Profit,William C Smith & Co,http://www.wcsmith.com/apartment/shipley-park-apartments/,
DC001001290,Sibley Plaza,N,N,1140 N Capitol St NW,Washington,DC,38.9049742,-77.0095439,91,,224,1,DC Housing Authority,,,,
800024759,Southern Hills Apartments ,N,Y,4335 4th St SE,Washington,DC,38.827677,-77.001478,66,5/1/2033,255,4,Winn Development Company,For Profit,Winn Managed Properties LLC,http://www.winncompanies.com/winnresidential/propertysearch,
800238420,Southern Ridge Apartments (Arbor View),N,Y,1212 Southern Ave SE,Washington,DC,38.834143,-76.985942,45,12/31/2025,105,1,Community Preservation & Development Corporation,Non-Profit,Edgewood Management Corporation,http://www.edgewoodmgmt.com/Property-Search.aspx,
,St Dennis Apartments,N,Y,1636 Kenyon St NW,Washington,DC,38.929517,-77.038484,95,12/31/2026,32,1,National Housing Trust Enterprise (NHTE) Preservation Corperation,For Profit,Edgewood Management Corporation,http://www.edgewoodmgmt.com/Property-Search.aspx,
800003782,St James Mutual Home,N,N,215 O St SW,Washington,DC,38.8729856,-77.0133668,66,4/30/2017,107,1,St James Mutual Homes Inc,Non-Profit,Jeffrey Charles And Associates Inc,http://section-8-housing.findthebest.com/l/2561/St-James-Mutual-Home,
800003783,St Mary's Court,N,N,725 24th St NW,Washington,DC,38.8988545,-77.0511458,96,3/1/2044,140,2,St Mary's Court Housing Development Corp,Non-Profit,SPM LLC,http://spm.net/communities/details/2/166/communities-spm-property-management-affordable-senior?filter_order=col4&start=140,
800218512,St Paul Senior Living at Wayne Place,N,N,114 Wayne Pl SE,Washington,DC,38.835848,-77.005093,59,5/1/2045,56,2,American Apartments Management Company,For Profit,,,
800211965,Stanton Glenn Apartments,N,N,3098 Stanton Rd SE,Washington,DC,38.8507584,-76.9809904,59,4/1/2042,378,2,Stanton Glenn LP,For Profit,Castle Management,http://stantonglenn.webs.com/contact-us,
,Stanton Park Apartments - Gainesville,N,Y,1811 Gainesville St SE,Washington,DC,38.8547439,-76.978421,38,12/31/2018,36,1,Stanton Park Apartments,For Profit,Equity Management,http://www.equitymgmt.com/apartments/washington-dc-apartment-rentals/stanton-park/,
,Stanton Park Apartments - Wagner,N,Y,2422 Wagner St SE,Washington,DC,38.8599384,-76.9714143,68,12/31/2018,26,1,Stanton Park Apartments,For Profit,Equity Management,http://www.equitymgmt.com/apartments/washington-dc-apartment-rentals/stanton-park/,
800025202,Stoddard Baptist Nursing Home,N,N,1818 Newton St NW,Washington,DC,38.9338177,-77.0425181,78,3/1/2039,164,1,,,,,
,Stoddert Terrace,N,N,155 Ridge Rd SE,Washington,DC,38.885934,-76.949814,53,,158,NA,,,,http://www.dchousing.org/default.aspx?props=1,
800025202,Stoneridge Apartments I,N,N,324 Anacostia Rd SE,Washington,DC,38.8856008,-76.9543276,56,1/31/2016,109,1,Sousa Associates LP,For Profit,Horning Brothers,http://www.stoneridgeaptsdc.com/contactus.aspx,
800003786,Stoneridge Apartments II,N,N,325 Anacostia Rd SE,Washington,DC,38.884815,-76.9555589,44,9/30/2017,46,1,Stoneridge II LP,For Profit,Horning Brothers,http://www.stoneridgeaptsdc.com/contactus.aspx,
,Suitland East Apartments,N,N,3103 Naylor Rd SE,Washington,DC,38.8528065,-76.9639489,63,,NA,NA,,,William C Smith & Co,,
800054044,Sunflower House,N,N,1440 Meridian Pl NW,Washington,DC,38.93351,-77.034851,94,10/31/2018,21,1,Sunflower House Inc,Non-Profit,Building Futures Inc,http://section-8-housing.findthebest.com/l/2719/Sunflower-House,
800003787,Sursum Corda Cooperative ,N,N,1112 1st Ter NW,Washington,DC,38.9040787,-77.0121843,89,2/28/2015,199,1,Sursum Corda Cooperative Association Inc,Non-Profit,KSI Management Corporation,,
DC001004240,Syphax Gardens,N,N,1501 Half St SW,Washington,DC,38.8720119,-77.0106818,67,,174,1,DC Housing Authority,,Jeffrey Charles and Associates,http://www.jeffreycharles.com/syphaxvillage/outside_home.asp,
,Takoma Place (Aspen Court),N,N,6676 Georgia Ave NW,Washington,DC,38.97209,-77.027383,80,12/31/2016,105,1,Hercules Real Estate Services Inc,For Profit,Greystar Real Estate Management,http://www.takomaplace.com/Contact.aspx,
,Tap Program - 14th St NW,N,N,2425 14th St NW,Washington,DC,38.9217267,-77.0319185,94,3/7/2006,32,0,,,,,
,Tap Program - Ridge Road,N,N,"Ridge Rd at 37 st, Ely pl at D st se",Washington,DC,38.9071923,-77.0368707,98,5/10/2020,10,2,,,,,
,TCB Fairlawn Marshall (Scattered),N,N,2701 R St SE,Washington,DC,38.869206,-76.968597,58,,98,1,Community Builders Inc,For Profit,The Community Builders Inc,http://www.fairlawnmarshallapartments.com/contact_us/,
800003788,Tel Court Coop ,N,N,34 O St SW,Washington,DC,38.87267,-77.011171,66,7/31/2014,56,0,Tel Court Cooperative,For Profit,Vision Realty Management Company,http://section-8-housing.findthebest.com/l/2567/Tel-Court-Cooperative,
800003789,Temple Courts,N,N,33 K St NW,Washington,DC,38.902919,-77.0098042,90,11/30/2008,211,0,Temple Courts/Northwest One Redevelopment Corpor,Non-Profit,WHH Trice & Co,,
,Terrace Manor Apartments,N,N,3347 23rd St SE,Washington,DC,38.8489107,-76.9710982,64,12/31/2023,60,1,Sanford Capital,Non-Profit,Sanford Capital LLC,http://sanfordcapital.com/Terrace-Manor-Apartments.html,
800003790,Terrific Inn,Y,N/A,1222 T St NW,Washington,DC,38.915277,-77.0289279,99,9/6/2032,14,2,Terrific Inc,Non-Profit,Terrific Inc,http://section-8-housing.findthebest.com/l/2569/Terrific-Inn,
800003700,The Covington Family Association Cooperative,N,N,1848 Columbia Rd NW,Washington,DC,38.921355,-77.043215,97,7/18/2024,21,1,Covington Family Association Cooperative Inc,Non-Profit,Vision Realty Management Company,http://section-8-housing.findthebest.com/l/2512/The-Covington-Family-AssociationInc,
,The Dunbar,N,N,57 O St NW,Washington,DC,38.908879,-77.010953,88,,NA,NA,,,Open Arms Housing,,
800003713,The Gilbertson Haass House,N,N,1407 S St NW,Washington,DC,38.9142517,-77.0323393,98,2/28/2018,13,1,The Hearth Foundation,Non-Profit,Vision Realty Management Company,http://section-8-housing.findthebest.com/l/2520/The-Gilbertson-Haass-House,
,The Grays At Pennsylvania Avenue,Y,Y,2323 Pennsylvania Ave SE,Washington,DC,38.8740115,-76.9724318,58,12/31/2025,118,1,2300 Pennsylvania Avenue LLC,For Profit,Bozzuto,http://www.thegraysonpennsylvania.com/contact/,
800003736,The Green Valley Apartments,N,N,2412 Franklin St NE,Washington,DC,38.92621,-76.971384,65,8/1/2023,100,2,Second New St Paul Housing Inc,Non-Profit,Abel Bishop Clarke Realty,http://section-8-housing.findthebest.com/l/2535/The-Green-Valley-Apartments,
,The Harry and Jeanette Weinberg Building,N,N,1151 New Jersey Ave NW,Washington,DC,38.905181,-77.014267,91,,28,NA,So Others Might Eat,Non-Profit,So Others Might Eat,http://some.org/services/,
800236162,The Lexington At Market Square,N,Y,400 8th St NW,Washington,DC,38.8950526,-77.0232676,96,9/1/2047,135,1,,,Bozzuto,http://www.bozzuto.com/apartments/communities/27-the-lexington-at-market-square/contact,
,The Olympia (Euclid Street Lofts),N,N,1368 Euclid St NW,Washington,DC,38.923535,-77.031683,89,12/31/2019,77,1,Euclid Street Lofts,For Profit,Main Street Realty,http://www.olympia-tottenapartments.com/contactus.aspx,
,The Overlook At Oxon Run,N,Y,3700 9th St SE,Washington,DC,38.8360219,-76.9940597,26,12/31/2024,316,1,Community Preservation & Development Corporation,For Profit,Edgewood Management Corporation,http://www.edgewoodmgmt.com/Property-Search.aspx,
,The Parke (Edgewood Gardens II),N,Y,401 Edgewood St NE,Washington,DC,38.9230092,-77.0002272,83,12/31/2029,200,1,Edgewood III Garden Apartments LP,For Profit,Edgewood Management Corporation,http://www.edgewoodmgmt.com/Property-Search.aspx,
800003771,The Pentacle Apartments,N,N,1521 Benning Rd NE,Washington,DC,38.8999635,-76.9829699,91,12/31/2024,182,1,Pentacle LP/Second Horning Group Ministry LP,For Profit,Horning Brothers,http://www.horningbrothers.com/Pentacle-Group-Apartments.htm,
800112248,The View (Edgewood Terrace III),Y,Y,635 Edgewood St NE,Washington,DC,38.9231999,-76.9965973,72,12/31/2018,200,2,Edgewood Terrace Phase III LP,Multiple,Edgewood Management Corporation,,
,The Villager,N,N,3810 Southern Ave SE,Washington,DC,38.861804,-76.950046,39,,NA,NA,,,,http://www.dchousing.org/property.aspx?id=5Y,
800239741,The Vista (Edgewood Terrace IV),N,Y,611 Edgewood St NE,Washington,DC,38.9234765,-76.996779,72,8/1/2043,258,3,Edgewood Terrace Phase IV LP,For Profit,Edgewood Management Corporation,http://www.edgewoodmgmt.com/Property-Search.aspx,
800218849,The Vista at Wingates Apartments (Wingate Apartments),N,N,4660 Martin Luther King Jr Ave SW,Washington,DC,38.8224289,-77.0102313,57,12/31/2021,714,1,Kreg LLC,,,http://www.thevistadc.com/contact-the-vista.htm,
800227676,The Yards / Foundry Lofts,N,N,301 Tingey St SE,Washington,DC,38.8744172,-77.0015257,86,11/1/2051,170,1,,,Forest City Residential Management,http://www.foundryloftsdc.com/washington-dc-apartments/foundry-lofts/,
800225184,Three Trees Flats Apartments,Y,Y,3910 Georgia Ave NW,Washington,DC,38.939156,-77.0253854,92,3/1/2051,130,2,3910 Georgia Avenue Associates LP,For Profit,Equity Management,http://3treeflats.com/,
,Tobias Henson Apartments,N,N,1443 Savannah St SE,Washington,DC,38.844195,-76.984278,58,12/31/2026,64,1,Savannah Park LP,For Profit,,,
,Totten Tower Apartments (Warder Totten House),N,N,2633 16th St NW,Washington,DC,38.924077,-77.0359663,93,12/31/2017,80,1,Totten Towers LP,For Profit,Main Street Realty,http://www.olympia-tottenapartments.com/contactus.aspx,
,Triangle View (Eastgate Senior),N,N,3600 B St SE,Washington,DC,38.888143,-76.95189,66,12/31/2022,363,2,DC Housing Authority,For Profit,Kettler Management,http://www.kettler.com/apartments/triangle_view,
800000073,Trinity Towers,N,N,3023 14th St NW,Washington,DC,38.9281588,-77.0322683,96,11/1/2038,122,3,Trinity Towers Apartments LP,For Profit,E&G Group,http://section-8-housing.findthebest.com/l/2490/Trinity-Towers,
800024120,Tyler House,Y,N/A,1200 N Capitol St NW,Washington,DC,38.9062915,-77.0096125,89,9/30/2031,284,2,Tyler House Associates 995 LLC,For Profit,SHNIR Apartment Management Corp,http://section-8-housing.findthebest.com/l/2702/Tyler-House,
800003796,Upshur House (Moore Tower),Y,Y,1301 Upshur St NW,Washington,DC,38.942149,-77.030257,87,9/30/2020,45,1,NBC-USA Housing Inc Twenty-seven,Non-Profit,Taliafaro Inc,,
,Urban Village,N,N,3403 16th St NW,Washington,DC,38.9340666,-77.036147,94,5/1/2044,72,1,Somerset Development Company And The Urban Village Tenant Association,Non-Profit,Eagle Point Management LLC,http://www.urbanvillagedc.org/contact.html,
800234530,Van Metre Uptown Apartments (Columbia Uptown),N (Online),N,2701 14th St NW,Washington,DC,38.925116,-77.031813,92,9/1/2046,90,1,,,Van Metre Management Company,http://www.columbiauptownapt.com/,
800218062,Victory Heights,N,N,1369 Irving St NW,Washington,DC,38.9287641,-77.0322871,96,8/31/2014,75,0,Victory Heights Inc,Non-Profit,Habitat America LLC,http://section-8-housing.findthebest.com/l/2754/Victory-Heights,https://www.dropbox.com/sh/u68yc8fqg5f9oe0/AAA3H-Fsy54gtcsK8mjYnbHsa/Victory%20Heights%20v2.pdf
,Victory Square Apartments,N,N,600 Barnes St NE,Washington,DC,38.9001752,-76.9518248,39,12/31/2026,98,1,Parkside Senior Housing LLC,For Profit,Habitat America LLC,http://www.affordableseniorapartmentsdc.com/,
,Vida Senior Residences At Brightwood,N,Y,1330 Missouri Ave NW,Washington,DC,38.96144,-77.0315169,82,12/31/2025,36,1,Vida Brightwood Associates LP,For Profit,Edgewood Management Corporation,http://www.edgewoodmgmt.com/Property-Search.aspx,
,Village at Chesapeake,N,N,845 Chesapeake St SE,Washington,DC,38.8291903,-76.9931387,58,12/31/2024,118,1,Vesta Corporation,For Profit,Vesta Corporation,http://www.villageatchesapeake.com/contactus.aspx,
,Villages Of Parklands - Garden Village Apartments,N,N,1720 Trenton Pl SE,Washington,DC,38.8449979,-76.978277,67,12/31/2025,230,1,Parkland Manor Association LP,For Profit,William C Smith & Co,,
,Villages Of Parklands - Manor Village Apartments,N,N,1717 Alabama Ave SE,Washington,DC,38.8468188,-76.9800444,65,12/31/2025,347,1,Parkland Manor Association LP,For Profit,William C Smith & Co,,
800025397,W Street Apartments,N,N,1737 W St SE,Washington,DC,38.8624426,-76.9798484,57,10/31/2022,18,1,WDC I LP,For Profit,WR South LLC,http://section-8-housing.findthebest.com/l/2710/W-Street-Apartments,
DC001000009,Wade Apartments,N,N,1249 Eaton Rd SE,Washington,DC,38.858874,-76.997744,29,,12,1,,,,,
800003800,Wah Luck House,N,N,800 6th St NW,Washington,DC,38.900226,-77.020255,97,11/30/2015,153,1,Washington Chinatown Associates LP,For Profit,OP Property Management LLC,http://section-8-housing.findthebest.com/l/2571/Wah-Luck-House,
800212137,Walbraff Apartments Project ,N,N,3025 15th St NW,Washington,DC,38.9278079,-77.0353551,97,10/1/2039,28,2,Apples East Side Development Corporation,For Profit,,,
,Wardman Court Apartments (Clifton Terrace),N,N,1312 Clifton St NW,Washington,DC,38.921944,-77.030813,93,12/31/2018,152,1,Clifton Terrace Associates LP,For Profit,The Michaels Org,http://themichaelsorg.com/communities/wardman-court-apartments,
,Warner Apartments,N,N,2620 13th St NW,Washington,DC,38.924268,-77.0300649,91,,NA,NA,,,,,
800025198,Washington Nursing Facility,N,N,2425 25th St SE,Washington,DC,38.8586816,-76.9713533,58,2/1/2025,300,1,,,,,
,Washington Overlook,N,N,3502 Commodore Joshua Barney Dr NE,Washington,DC,38.9282851,-76.9566239,43,12/31/2020,158,1,Fort Lincoln Realty Company,For Profit,Fort Lincoln Realty Corporation,http://www.ftlincoln.org/?page_id=183,
,Washington View Apartments,N,N,2629 Douglas Rd SE,Washington,DC,38.8567909,-76.989605,26,,NA,NA,,,William C Smith & Co,http://www.washingtonviewapts.com/,
,Waterside Mall,N,N,401 M St SW,Washington,DC,38.876679,-77.0181243,80,,NA,NA,,,,,
,Wayne Place Apartments,N,N,128 Wayne Pl SE,Washington,DC,38.8354179,-77.0050091,54,,NA,NA,,,SR Management,,
,Webster Gardens,N,N,124 Webster St NW,Washington,DC,38.944091,-77.012751,70,12/31/2024,52,1,Somerset Development Company And The Urban Village Tenant Association,For Profit,Eagle Point Management LLC,http://www.webstergardensapartments.com/,
800223584,Wesley House Apartments (Union Wesley),N,N,3400 Commodore Joshua Barney Dr NE,Washington,DC,38.925195,-76.9555929,33,2/1/2049,127,2,Union Wesley Housing Development Corp,,Fort Lincoln Realty Corporation,http://www.ftlincoln.org/?page_id=183,
DC001003104,Wheeler Creek,N,N,900 Varney St SE,Washington,DC,38.8355495,-76.9916675,42,12/31/2016,180,2,Wheeler Creek LP,For Profit,Kettler Management,http://www.kettler.com/apartments/wheeler_creek,
800003804,Wheeler Terrace Apartments,N,Y,1217 Valley Ave SE,Washington,DC,38.8372737,-76.98923,27,3/2/2030,116,2,Wheeler Terrace Development LP,For Profit,Edgewood Management Corporation,http://www.edgewoodmgmt.com/Property-Search.aspx,
,Whitelaw Hotel Apartments,N,N,1839 13th St NW,Washington,DC,38.915317,-77.029223,99,12/31/2023,35,1,Manna Inc,Non-Profit,William C Smith & Co,http://www.wcsmith.com/apartment/whitelaw/,
,Widrich Courts (Friendship Courts),N,N,4632 Livingston Rd SE,Washington,DC,38.8228517,-77.0017253,67,12/31/2016,136,1,CIH Properties Inc,For Profit,,,
,Willis Paul Greene Manor,N,N,4425 Nannie Helen Burrough Ave NE,Washington,DC,38.899882,-76.937893,64,,NA,NA,,,,http://www.mhcdo.org/index.php/contact-us,
800240609,Williston Apartments,N,N,222 W St NW,Washington,DC,38.9193969,-77.01555,85,4/22/2003,30,0,Williston Apartments Ltd,Non-Profit,DCHA,http://www.dchousing.org/?docid=149,
,Woodberry Village (Savannah Ridge),N,N,2224 Savannah Ter SE,Washington,DC,38.8496052,-76.9728548,68,5/10/2020,30,1,Savannah Ridge LP,For Profit,William C Smith & Co,http://www.wcsmith.com/apartment/woodberry-village/,
800024865,Woodberry Village (Savannah Ridge),N,N,2234 Savannah Ter SE,Washington,DC,38.8496604,-76.9727881,68,6/30/2015,125,1,Savannah Ridge LP,For Profit,William C Smith & Co,http://www.wcsmith.com/apartment/woodberry-village/,
DC001003361,Woodland Terrace,N,N,2313 Ainger Pl SE,Washington,DC,38.8574987,-76.9729983,55,,376,1,DC Housing Authority,,,,
800003806,Woodley House,N,N,1421 Columbia Rd NW,Washington,DC,38.9276667,-77.0336093,96,3/27/2034,6,2,Woodley Housing Corporation,Non-Profit,Woodley Housing Corporation,http://woodleyhouse.org/,
800222009,Woodmont Crossing (Homes at Woodmont),N,N,2327 Good Hope Ct SE,Washington,DC,38.8629546,-76.9725489,67,5/1/2034,176,2,KSI Services Inc,For Profit,Kettler Management,http://www.kettler.com/apartments/woodmont_crossing,
,Worthington Woods Apartments (Livingston Manor),N,N,4419 3rd St SE,Washington,DC,38.8253249,-77.0017671,63,12/31/2017,392,1,Livingston Manor LP,For Profit,,,
DC001006800,Wylie Courts,N,N,823 13th St NE,Washington,DC,38.9011779,-76.9882826,87,,2,1,DC Housing Authority,,,,
800227767,Yale West Apartments (Yale Steam Laundry),N,Y,443 New York Ave NW,Washington,DC,38.904644,-77.0177412,94,1/1/2052,218,1,,,Bozzuto,http://www.bozzuto.com/,
,Zagami House Apartments,N,N,1701 19th St SE,Washington,DC,38.869298,-76.977784,67,12/31/2023,12,1,So Others Might Eat,Non-Profit,So Others Might Eat,http://some.org/services/,
